content,times,title
"汇演共分为四个篇章,启,寻,忆,愿,两个小时的精彩演出,音乐学院师生们用精湛的技艺和饱满的舞台张力为观众们呈现了一场高品质的艺术盛宴,用舞蹈向中国共产党百年华诞深情献礼,第一篇章,启,同学们挥舞着自己制作的,大手掌,用一首活力四射的,向快乐出发,点燃全场观众的热情,第二篇章,寻,用婀娜多姿敦煌舞姿寻梦丝绸之路,用令人眼花缭乱的技巧与身韵,舞出中国古典舞独特的刚柔并济,一首轻快的傣家小曲从耳畔吹来,道出了傣家小布少柔美的三道弯的曲线,还有那高贵华丽的维族舞,豪迈奔放的蒙族舞,秀丽含蓄的安徽花鼓灯,以及李祺老师携手,级舞蹈专业全体女生演绎雍容大气的藏族舞蹈,将所有观众带入我们民族民间舞蹈的万花筒,让人目不暇接,第三篇章,忆,可谓是剧目荟萃,个个精彩,让我们见证了,台上一分钟,台下十年功,在第四篇章,愿,里,将全场气氛点燃,精彩的演出诠释她们对祖国的祝福,对舞蹈艺术的热爱,最后,全体同学用一首,再见,女院,将他们的汗水和泪水挥洒了整个舞台,见证了他们四年的青春,四年来,级舞蹈专业的同学们相互陪伴,共同成长,相信他们在以后的道路上飞的更远,去奔赴更美好的未来,祝前程似锦,不负韶华,归来依旧是少年",[2021-05-06],忆昔——2017级舞蹈专业毕业汇演 献礼建党百年华诞
"人间四月天,春暖花又开,山东女子学院第十届运动会开始啦,只有执着的信念和燃烧的梦想去拥抱终点的荣耀,通过这次运动会,我们展示了音乐学院的风采,我们的舞台不止局限于专业的舞台,运动场也是我们的舞台,我们收获满满,期待下次运动会再见",[2021-05-06],把田径场当作音乐学院的舞台，哎，就是玩儿
"为深化党史教育,重温中国共产党浴血奋战的光辉历史,深切缅怀革命先烈的丰功伟绩,月,日,山东女子学院音乐学院党总支赴莱芜开展了为期一天的,凝心聚力学党史,砥砺前行强党性,践履初心与使命,党性教育活动,莱芜战役纪念馆,在莱芜战役纪念馆内,全体人员怀着十分崇敬的心情,驻足观看,聆听讲解员解说,先后参观了,战斗英雄事迹,莱芜战役全景画馆,等展室,那些珍贵的历史照片和革命文物,真实地展现了莱芜战役那惊心动魄,艰苦卓绝的艰难历程,也让大家深刻领悟了老一辈革命家不怕牺牲的革命精神和高尚情操,展馆共分为四部分,第一部分,讲述了日军的暴行,实行,三光,政策,残害生活在中华大地,爱好和平的中华儿女,第二部分,讲述了山东人们组织起义,组建武装,在这一部分,展示了中日武器差距,日军武器是何等的先进,第三部分,讲述了国共两党联合抗战,第四部分,讲述了人们浴血奋战,最终取得抗战,随后在全景画廊中,在画,声,光等艺术效果下,全体党员仿佛置身于莱芜战役的战场上,效果非常震撼,先烈们肝胆照人的光辉形象,永远值得崇敬和怀念,他们的功绩将永载史册,鲁中抗日战争展览馆,鲁中抗日战争展馆以抗日战争期间鲁中地区抗日根据地和抗日民族统一战线建设及抗战史实为主线,客观,真实的展示鲁中地区党政军民在抗日战争时期所做出的突出贡献,反映日本帝国主义对鲁中人民所犯滔天罪行,展现鲁中人民的民族大爱情怀和英勇顽强,不怕牺牲的革命精神,房干精神展馆,下午大家来到房干精神展馆重温入党誓词,铿锵有力的誓词传达出身为共产党员的自豪感和使命感,展现了大家为党的事业奋斗终身的勇气和决心,在房干精神展馆,大量图片和文字展现了房干村在革命战争年代和新中国成立后的奋斗史,房干人用实际行动彰显了,自力更生,艰苦奋斗,敢为人先,的时代精神,房干房干贵在实干,艰苦奋斗大干大变,的房干精神鼓舞和激励了在场的所有人,大家表示,此次教育活动,是一次对光荣牺牲的先烈们不屈不挠革命精神的学习之旅,更是一次触动内心的精神洗礼,我们一定要珍惜现在的美好幸福生活,坚持以革命先辈们的崇高品质鞭策自己,以革命先辈们的牺牲精神激励自己,不断加强政治素养,提高政治判断力,政治领悟力,政治执行力,立足本职工作,不忘初心,继续前进",[2021-04-26],“凝心聚力学党史，砥砺前行强党性，践履初心与使命”党性教育活动
"为持续做好艺术团工作,充分调动艺术团成员积极性,加强艺术团队伍建设,打造精品文艺节目,落实艺术团文艺育人的工作目标,月,日中,在博雅楼,召开了山东女子学院大学生艺术团,学年第二学期春季开学工作部署会,会议伊始,宋小霞团长就本学期大学生艺术团在七一建党节前的工作安排进行了详细部署,月份校园文化艺术节系列活动,五四省文联合唱艺术节活动,庆祝建党,周年七一建党节活动,大学生艺术团歌舞剧排练等活动,并就做好艺术团工作提出了要求,一是要明确艺术团的工作属性和宗旨,要有集体荣誉感,要富有创新精神,二是要服从艺术团管理,要富有传承与发展精神,大家各司其职,坚守好自己的岗位,三是要及时选拔优秀学生加入,为艺术团注入新鲜血液,要主动担当作为,为校园文化建设贡献青春力量,随后,宋小霞团长公布了,年度山东女子学院大学生艺术团学生干部换届名单,宋小霞对竞选成功的学生干部表示祝贺,并对大家寄予厚望,希望大家带着对艺术团工作的热爱,充分发挥自己的优势和能力,不忘初心,创新性的协调好艺术团各项工作,各学生干部做好老师们的得力助手,希望在大家的共同努力之下,大学生艺术团能够越办越好,完美的完成即将到来的庆祝建党,周年的系列活动,并调动各位老师与学生干部,要与时俱进,充分利用好新媒体的广泛传播效应,将山东女子学院大学生艺术团更好地宣传出去,最后,田巍巍,李金叡,朱济光,王婷婷分别对各项工作进行了规划与探讨,大学生艺术团于,年,月成立,设声乐部,舞蹈部,器乐部,曲艺与语言部等,个专业部门,覆盖全校教育学院,会计学院,文化与传播学院等,个院部,艺术团的各项活动紧紧围绕学校,立德树人,的中心任务,用艺术手段宣传女院故事,提炼女院文化内涵,弘扬女院精神,助力我校内涵建设和特色发展,真正做到提升校园文化建设,提高大学生艺术素质,推动我校美育教育事业的蓬勃发展",[2021-04-21],山东女子学院大学生艺术团2021年学生干部换届暨工作部署会议
"月,日下午,音乐学院组织全体教师和学生党员专题学习研讨,社会主义革命和建设时期历史,本次学习邀请马克思主义学院尹海燕副教授作题为,社会主义革命和社会主义建设道路初步探索时期的历史及解读,的专题辅导报告,报告系统梳理了社会主义革命时期和社会主义建设道路初步探索时期党的历史,这段历史使全体党员和教师更加坚信只有中国共产党才能带领中国走向胜利,没有中国共产党的领导,就没有独立,民主,富强的新中国,启示全体党员要树牢,四个意识,坚定,四个自信,做到,两个维护,提高政治判断力,政治领悟力,政治执行力,切实运用社会主义革命带给我们的经验来解决学院发展中的实际问题,不断推动学院各项工作高质量发展",[2021-04-21],音乐学院党总支专题学习研讨“社会主义革命和建设时期历史”
"今年是中国共产党百年华诞,党的一百年,是矢志践行初心使命的一百年,是筚路蓝缕奠基立业的一百年,是创造辉煌开辟未来的一百年,音乐学院党总支深入领会习近平总书记在党史学习教育动员大会上的重要讲话精神,把握核心要义,抓好贯彻落实,月,日,音乐学院组织全体教师,专题学习,研讨,新民主主义革命时期历史,以史为鉴,重温百年奋斗史诗,会议期间,全体教师观看了视频学习资料,一同回顾,新民主主义革命时期,中国共产党走过,年波澜壮阔伟大历程,随后,音乐学院教工党支部书记田巍巍以时间为轴,突出重点,用图文并茂的方式对,新民主主义革命时期,的,件大事记进行梳理,并对,红船精神,长征精神,的内涵及意义进行了具体讲述,帮助老师们尽快掌握党史知识,提升学习成效,最后院长宋小霞指出,党史学习教育要入脑入心,要深刻认识,新民主主义革命时期,的红色精神,准确把握党史承载的红色基因和精神谱系,常怀赤子之心,保持奋斗姿态,以更加昂扬的精神投入到教育教学科研管理工作中,真正做到学党史,悟思想,办实事,开新局",[2021-04-02],音乐学院专题学习研讨“新民主主义革命时期历史”
"中国人民政治协商会议山东省第十二届委员会第四次会议于,月,日,日在济南召开,学校省政协委员,音乐学院院长,致公党山东女子学院支部主委宋小霞教授以高度的政治责任感和使命感,认真参加会议的各项议程,发挥学科专业优势积极建言献策,以委员视角报道解读,两会,用实际行动践行履职初心,充分调研,积极建言献策,履职为民要落实在行动上,经过详实调研,宋小霞教授本次带来了,抓实高校美育教育,助力学生德智体美劳全面发展,高度重视应对人口老龄化,尽快设立独生子女陪护假,加强我省高校青年学生理想信念教育,校园新媒体建设与使用情况,的个人提案及联合提案,着力打造,千年古县,品牌,实施,千年古县,好客山东,深度游,深度挖掘,千年古县,历史文化资源,关于发展家庭互助式托育点的建议,等共,项提案,月,日下午,在副省长汲斌昌和省政协副主席刘均刚两位领导参与的界别讨论会上,宋小霞作为代表发言,介绍了学校的办学特色,围绕李干杰省长所作的政府报告进行交流,提出了关于教育和社会老龄化问题的建议,参会期间,宋小霞教授围绕关心的话题多次接受媒体采访,积极与委员们讨论交流,不负重托,不辱使命,时刻把履职责任扛在肩上,落在行动中,客串,记者,感受,两会,的创新,今年,山东省政协十二届四次会议秘书处新闻组和联合日报社聘请了,名来自不同行业,不同界别的省政协委员担任特约委员记者,宋小霞是其中一位,他们在会场,在住地,在小组讨论的每个现场,通过录,采,写等方式全面真实地记录下所在界别委员们的履职瞬间,以第一视角观察,两会,记录,两会,发挥专业优势,传递最美声音,今年受疫情影响,会议采取严格的闭环管理,宋小霞发挥自己的音乐专业优势,主动将最美歌声带到小组讨论的休息时间,让委员们感受家国情怀,今年是建党,周年,她特别带领大家唱起,没有共产党就没有新中国,我爱你,中国,我和我的祖国,不忘初心,等系列歌曲,悠扬的旋律抒发委员心中最美的声音,更激发了委员们干事创业的爱国情愫",[2021-02-10],音乐学院院长－省政协委员用实际行动践行履职初心
"月,日下午,省教育厅邀请,位来自全省不同领域的全国,省人大代表和政协委员走进省教育厅,为教育发展建言献策,省政协委员,山东女子学院音乐学院院长宋小霞受邀参加,座谈会上,省委教育工委常务副书记,省教育厅党组书记,厅长邓云锋,省委教育工委副书记,省教育厅党组副书记,副厅长冯继康和有关处室负责人与代表委员们面对面交流座谈,并向代表委员们通报了,年我省教育改革发展情况和省教育厅人大建议政协提案办理情况,与会代表委员认真听取汇报,踊跃发言,共话教育发展,代表委员们围绕基层教师职称评聘,教师减负,校长职级制改革,中小学生近视防控,学生资助,特色高中建设,职业教育产教融合发展,民办教育,家校共育,体育美育教育,高等教育改革等社会关注的热点话题,为教育问题的解决贡献智慧,宋小霞重点在美育教育方面提出了相关的意见建议,邓云锋代表省教育厅感谢人大代表政协委员关心关注教育发展,他要求机关各职能处室要认真做好联络工作,进一步畅通渠道,完善机制,广开言路,广纳善策,让代表委员的建议和提案更好地融入规划,融入工作,为我省科学制定,十四五,规划和相关教育政策提供帮助,同时,更好地搭建与社会各界交流沟通的桥梁,倾听民声,汇聚民智,改进工作,优化服务,推进山东教育高质量发展,认真对待和办理好每一件建议,提案,打造畅通快速的建言渠道,定期交流反馈,提高建议提案办理质量,认真吸收大家的意见建议,以更高的站位,更细的计划,更新的举措,更实的作风,认真谋划好,年工作,为加快构建高质量教育体系作出新的更大贡献",[2021-01-22],院长宋小霞参加省教育厅人大代表政协委员建言献策
"为积极推动我院师生爱国主义教育和革命传统教育,继承和弘扬,济南战役,精神,激励师生党员不忘初心,牢记使命,年,月,日下午,山东女子学院音乐学院党总支赴济南战役纪念馆举行,共建共育,基地签约暨揭牌仪式,并开展党性教育活动,音乐学院党总支书记刘凤华,院长宋小霞,教工支部党员及学生支部,部分,党员参加,仪式上,济南战役纪念馆馆长孙晓峰和刘凤华分别致辞,孙晓峰表示,近年来济南战役纪念馆创新开展了多项红色教育品牌,此次与山东女子学院音乐学院,共建共育,基地的成立,标志着在红色文化宣传与教育方面形成了强大的合力,将共同做好红色基因的传承者,践行者和传播者,刘凤华表示,我院与济南战役纪念馆,共建共育,基地的建设,是加强师生思政教育,强化党性锻炼的重要举措,通过院馆之间的资源整合,优势互补,共建共享,使我院师生更好地接受思想启迪,精神洗礼,灵魂净化和政治训练,传承好红色基因,坚定理想信念,勇于攻坚克难,推进我院各项事业再上新台阶,期间,全体党员参观了济南战役纪念馆,开展党性教育活动,了解济南战役的始末,一张张老照片,一件件珍贵文物,凸显出革命先辈们不怕牺牲,敢于拼搏,不屈不挠的革命精神,使大家深受教育和鼓舞,参观结束后,全体党员面向党旗庄严宣誓,重温入党誓词,缅怀先烈,砥砺前行,今后我们将深入学习贯彻党的十九大精神和习近平新时代中国特色社会主义思想,在新时代,树立新目标,开启新征程,不负时代,不辱使命,为建设更美好的明天而努力奋斗",[2021-01-16],传承红色基因 院馆携手共育---我院与济南战役纪念馆举行“共建共育”基...
"月,日,由山东省文学艺术界联合会主办,山东省舞蹈家协会,山东省音乐家协会承办的,山东新年文艺晚会歌舞专场在山东省会大剧院精彩上演,为节日的泉城注入了欢乐的新气象,学校音乐学院师生代表参演晚会,音乐学院,名师生参加了文艺晚会第二篇章的文艺演出,本次参演曲目女声表演唱,新绣荷包,由音乐学院院长宋小霞统筹,朱济光老师,于佳老师编导,秦利伟老师声乐指导联袂呈现,从接到邀约开始,到节目的编排只有不到十天的时间,恰逢临近期末,学生们课业繁重,又加上天气异常寒冷,可谓时间紧,任务重,但这丝毫没有阻挡学生们的积极性,热情高涨,不畏艰辛,克服重重困难,在排练过程中,经常加班到深夜,反复修改与打磨作品,只为能呈现出好的作品,再苦再累也值得,充分展现了师生们吃苦耐劳,扎实肯干的优良品质,女声表演唱,新绣荷包,将晚会现场气氛推向高潮,动听的歌声,俏美的舞姿,赢得了线上线下广大观众的热情鼓掌与支持点赞,完美展现了中国百姓在党的领导下的安居乐业及幸福的美好生活,本次演出通过大众日报客户端,大众网,齐鲁壹点客户端等多个网络平台同步直播与报道,网络直播总观看量突破,万,通过参加新年文艺晚会演出,同学们不仅从专业上的得到了锻炼,还提高了艺术实践综合素养与舞台经验,幼儿园的小朋友们也展现了舞蹈技能,提升了孩子们的自信心和表现能力,为孩子们搭建了一个健康向上,阳光开朗,展示自我的舞台,师生们在校训坤德含弘,至善尚美的熏陶下,团结一心,克服严寒,战胜困难,将心血凝结在舞台,将情感融入进舞蹈,为新年晚会增添了一抹亮丽的色彩,也为新时代注入了青春洋溢的新力量",[2021-01-04],我校师生应邀参加2021山东新年文艺晚会演出
