content,times,title
"根据学校学科建设与科研工作会议安排,为提升学院马克思主义理论学科建设水平,提高教师教学,科研能力,月,日下午,我院召开学科建设与科研工作专题会议,校党委书记郭翠芬到会指导,科研处学科建设办公室祝苏东,马克思主义学院全体教职工参加会议,会上,学院负责人首先就马克思主义学院目前学科,科研建设工作做了简要介绍,并指出存在的问题,强调在下一阶段中教师们要增强紧迫感,树立自我革新意识和团队协作意识,在外部引导帮助和内生动力作用下不断进步,牢牢抓住当下国家,社会和学校对马克思主义理论学科高度重视的机遇,提高科研建设水平,随后,在对学校学科建设与科研工作会议精神和厦门大学石红梅院长座谈会相关内容学习的基础上,全体教职工分别畅谈了学习心得,自身学科与科研规划,认真进行自我深刻剖析,找准找实差距不足,明确提高的方向和措施,以达到增进团结,共同提高的目的,科研处学科建设办公室祝苏东认真听取了大家的发言并围绕会议的主题和任务做了发言,指出应当树立马克思主义理论学科作为龙头的作用,在目前体系构建相对完整的基础上,以项目带动学科,最终贯彻落实到位,抓特色求发展,通过各种途径达到育人的目标,党委书记郭翠芬在总结发言中首先肯定了大家在科研和学科建设上的规划和想法,认为本次会议达到了统一思想,明确思路,确定任务的目的,同时也提出了要求,一是要把马克思主义学院的建设纳入到学校,十四五,规划中来,建设打造马克思主义学院作为第一院的重要地位,二是要正确处理好教研相长的关系,团队引领与项目带动的关系,提升教学质量,建设科研平台,形成合力促进发展,三是要实现科研特色突破,坚持面向社会前沿问题,以及作为女子学校特色性别研究,妇女儿童研究等,凸显研究优势,彰显研究特色,此次会议做到了直面问题导向,需求导向,达到了统一思想,凝聚共识,提升内在动力的目的,大家一致认为今后应该健全科研保障的体制机制,发展高层次科研创新平台,产出高层次科研成果,加强科研队伍建设,使马克思主义学院的学科,科研建设提高一个新水平,供稿人,王泽琳",2020/12/30,党委书记郭翠芬参加马克思主义学院学科建设与科研工作专题会议
"月,日,山东女子学院传统文化学会成立大会在博文楼,顺利召开,马克思主义学院院长姚树欣及学会四位指导教师出席大会,学会全体成员参加了会议,学会指导教师郭太铭宣读了,山东女子学院传统文化学会章程,以下简称,章程,要求全体社团成员以,章程,为基本遵循,开展各项研习活动,指导教师田梅英,马克思主义学院院长姚树欣分别发言致辞,希望学会成员通过对中华优秀传统文化的研学研修,积极做传统文化的继承者和弘扬者,不断推动中华优秀传统文化创造性转化,创新性发展,坚定四个自信,勇做担当民族复兴大任的时代新人,马克思主义学院院长姚树欣致辞,指导教师田梅英老师讲话,最后,大会还根据,章程,进行了理事会选举工作,产生了新一届理事会成员,全体参会人员一起深情诵读了中华传统文化经典,论语,精选章节,指导教师郭太铭老师主持学会理事会选举,学会总负责人赵晓冉同学带领诵读经典,本学会致力于中华传统文化的学习与研究,通过挖掘中华优秀传统文化蕴含的思想价值观念,人文精神及道德规范,汲取华夏传统之菁,提振中华民族,四个自信,弘扬社会主义核心价值观,引导大学生发启于己心,探寻当代精神价值源泉,还己以信仰,塑造自我价值追求,提高自身文化品味,增强自身文化修养,助力大学生成长成才,撰稿,黄赛男,郭太铭",2020/12/27,山东女子学院传统文化学会成立大会顺利召开
"月,日下午,学院副院长,省高校十九届五中全会精神宣讲团成员石荣菊,在博文楼,为,数据科学与计算机学院,近,名师生,举办党的十九届五中全会精神宣讲报告会,题,目是,开启全面建设社会主义现代化国家新征程,学院全体教职工,学生党员以及学院青马班学员,参加了此次报告会,报告会伊始,根据参会人员情况,石荣菊分别从教师课程思政和青年学生择业观引入,阐述了学习党的十九届五中全会精神的重要意义,随后,重点讲解了,全会基本情况和召开背景,全会的突出特点,重要特点,突出亮点以及核心要义等,内容,在对核心要义解读中,她结合学院人工智能,大数据等专业设置,激励和鼓舞学院师生准确领会把握进入新发展阶段,贯彻新发展理念,构建新发展格局对学院工作提出的新要求,牢牢抓住机遇,推动学院高质量发展,宣讲报告重点突出,条理清晰,与会师生共情共鸣,反响热烈,近年来马克思主义学院在守好思想政治理论课主阵地的同时,不断拓展社会服务的领域和范围,利用自己的思想政治理论优势,服务于其他部门的党建,团建,为立德树人,为培养合格的社会主义建设者和接班人贡献自己的力量",2020/12/22,马克思主义学院石荣菊做十九届五中全会精神宣讲报告会
"月,日我院教师尹海燕应邀到青州为山东中烟基层党务工作者培训班做专题报告,尹老师报告的题目是,深入学习贯彻习近平新时代中国特色社会主义思想,尹老师的报告涉及面较广,包括,习近平谈治国理政,卷的内容,十九大报告,十九届三中,四中,五中全会精神,尹老师理论功底深厚,热心服务社会,讲座深入浅出,信息量大,受到学员好评,近年来我院教师不断拓宽服务社会面,深入社区和培训班做专题讲座,把所学知识及时带到大众生活中去,推进了党的思想理论的普及与应用,有助于理论掌握群众,更好地服务地方发展",2020/12/4,马克思主义学院教师应邀到校外做专题报告
"月,日下午,年青年马克思主义者培养工程,以下简称,青马工程,培训班开班仪式暨首场专题报告会在图书馆,座二楼报告厅举行,学校马克思主义学院院长姚树欣担任主讲嘉宾,级新生团支书,班长,校院两级学生会,自律会,部分学生社团学生骨干及各学院入团积极分子代表近,名学员参训,开班仪式上,团委负责同志致辞,她从青年理想信念出发,围绕学生干部身份定位,工作职责定位和发展目标定位三个方面,对青马班学员提出要求,希望广大学生干部坚定信仰,以身作则,将更好的服务同学,关照同学作为己任,把同学们的获得感和满意度作为评价自己工作成果的标准,用实际行动共同推动学校事业发展,学员代表吴欣恬表示,参加青马工程培训,是对自己政治素质,学习能力,工作水平的一次全方位的培养和锻炼,作为学校的一名,小青马,要不负众望,带动更多的同学共同进步,开班仪式后,姚树欣为,年青马学员讲授培训班第一课,他以,大学生骨干队伍建设的几点思考,为题,结合自身经历,从大学生骨干的内涵,作用,大学生骨干应具备的素质和能力以及如何强化大学生骨干素质培养等方面做了详细的讲解,他强调大学生骨干具有导向性,辐射性,示范性和桥梁纽带作用,要不断加强自律性,严格要求自已,做好上情下达和下情上传工作,才能符合时代要求,学校期望和学生期许,整场报告理论联系实际,辅以鲜活的案例剖析,以生动形象,通俗易懂的语言阐释了一名优秀学生干部应具备的素质和能力,使同学们受益匪浅,教育学院袁修竹同学在听完讲座后表示,本次培训课程让我对如何做一个称职的学生干部有了更加深刻的认识,在以后的学习和工作中,我会更加严格的要求自己,尽快成长为一名优秀的学生干部,深入实施青年马克思主义者培养工程,是认真贯彻落实习近平总书记关于青年工作重要思想的具体举措,学校始终重视对学生干部的培养和思想引领工作,年青马工程培训保持校院两级的培训模式,设置专题报告,业务培训,读书交流,实践锻炼,志愿服务,线上学习等环节,分层分类夯实,一校三班,的青马格局,努力让青年学生干部多吃粗粮,在实践中锻炼成长,并通过他们发挥,点亮一盏灯,照亮一大片,的示范带动作用,助力莘莘学子进一步明确新时代新青年的使命担当和价值追求,号召更多青年马克思主义者站稳立场,坚定信念,锻炼能力,敢于担当,争做新时代勇担民族复兴大任的追梦者和圆梦人",2020/12/3,学校举办2020年青年马克思主义者培养工程培训班开班仪式暨首场专题报告会
"为提升思政课教学质量,马克思主义学院于,月,日下午在原创空间举行学生座谈会,全校,个二级学院从,级,级分别推荐一名学生代表参加本次会议,会议由马克思主义学院院长主持,副院长,各教研室主任及教学办公室工作人员都参与了此次会议,座谈会围绕,倾听学生意见,更好开展思政课,这一主题,师生之间进行了交流和探讨,学生们各抒己见,对思政课程的教学模式,授课方式,作业考核,师生互动,实践教学等方面提出了宝贵的意见和建设性建议,学生座谈会是马克思主义学院教学反馈的一个重要环节,对学生们提出的意见和建议,学院老师将进行全面梳理,研究,集中进行反馈,今后马克思主义学院将更加关注学生动态,了解学生需求,全面指导学生的第一课堂和第二课堂的学习,实践,进一步提升思政课教学水平和育人效果",2020/11/20,马克思主义学院举行思政课期中教学检查学生座谈会
"为进一步深化思政课和课程思政教学,提高课堂教学质量和课程思政育人水平,月,日,学校邀请山省东高校思想政治课教学名师,中共山东省委教育工委李朋忠工作室主持人,济南大学马克思主义学院概论部主任李朋忠教授来学校为全体思政课教师作了题为,如何讲好思政课,的专题报告,马克思主义学院负责同志主持报告会,报告会上,李朋忠教授讲授了一堂思政示范课,以其深厚的理论功底,扎实的教学基本功,富有激情的语言表达展示了思政课应有的理论深度和情感温度,以及触动学生心灵,提升学生境界,引领学生发展的针对性和实效性,李朋忠教授结合自己多年来的思政课教学经验,讲述了,如何做一个好老师,的思考,阐发了教学工作必须把握好的,八个环节,以及如何处理好教材体系与教学体系,教材主导与学生主体,课堂主阵地与课下辅阵地等,六大关系,李朋忠强调,思政课教师要发挥,会讲故事,讲好故事,的精神感召力,弘扬主旋律,传播正能量,引导学生追求真善美,他建议青年思政课教师多读书,读经典,多做研究,筑实功底,尊重学生,呵护学生理想情怀,使个人的教学超越,知识传授,的层面,上升为,方法指导,和,提高境界,的更高层面,尽快形成自己的教学个性和教学风格,报告结束后,教师们纷纷表示,李朋忠教授的报告真诚,富有激情,视野宽,思维深,效果实,从中可以看出作为一位教学名师对教育教学的满腔热忱和对学生的无限关爱,对于深化学校思政课教学改革,提升思政课教学质量具有重要启发意义,撰稿,邢飞",2020/11/6,学校举办思政课教学名师报告会
"月,日,学院,在,园创空间,召开,国家,两金,项目论证会,山东省哲学学会副秘书长,山东自然辩证法研究会常务理事,山东师范大学马克思主义学院院长王增福教授,受邀出席会议,前来指导学院的国家,两金,项目申报工作,学院院长姚树欣,副院长石荣菊,及全院,教师参加,会议,会上,姚树欣,代表学院热烈欢迎王增福教授到来,并对,王增福,教授作,了简要的介绍,石荣菊,尹海燕,崔雪莲等老师分别阐述了自己申报国家社科基金项目的核心内容及观点,王增福教授对老师,们申报,的项目,逐一作,了点评,并,结合自己的治学心得,就项目选题,研究内容,创新点,写作技巧,文字修改等,方面进行了深入的阐述和说明,提,出了,许多,宝贵意见,和,建议,随后,与会教师结合自身实际,就有关,项目,申报的一些问题和困惑向王增福教授请教,王增福教授均耐心细致地给出了专业解答与点拨,老师,们纷纷,表示,从中,受益匪浅,颇有,茅塞顿开,之感,最后,姚树欣对本次论证会进行总结,要求大家认真听取专家的建议,兢兢业业,精益求精,地做好,论文撰写及高水平项目申报工作,努力提升自身科研水平,不断推动学院学科建设高质量发展,撰稿,王宗涛,摄影,刘洁",2020/11/2,马克思主义学院举行国家“两金”项目论证会
"月,日,学校首届思想政治理论课教学比赛在博文楼,教室举行,本次比赛由教务处,教学质量监控与评估处和马克思主义学院共同承办,名思政课专职教师参与了本次比赛,马克思主义学院全体教师观摩了本次比赛,在课程课堂教学比赛环节中,参赛教师从五门思政课中自选主题,进行,分钟的课堂教学,教师们采用先进的教学理念,贯彻立德树人的具体要求,突出价值引领,教学内容充实,理论联系实际,课堂氛围活跃,比赛精彩纷呈,异常激烈,为保证结果的公平公正,本次教学比赛邀请了校外,校内专家学者组成评审组对参赛教师的比赛全程进行量化打分,在教学设计环节比赛过程中,参赛教师提交参赛课程,个学时的教学设计方案,评委结合教学大纲,教学目标的要求综合评分,此次教学比赛的成功举办展现了我校马克思主义学院教师的良好职业风采和扎实的教学基本功,激发了学校思政课教师更新教育理念和掌握现代教学方法的热情,为造就一支政治强,情怀深,思维新,视野广,自律严,人格正的高素质,专业化的教师队伍奠定了坚实基础,撰稿,邢飞",2020/10/23,学校举办首届思想政治理论课教学比赛
"为指导教师科研课题立项申报,提高申请书的撰写水平,马克思主义学院于,年,月,日邀请泰山学者青年专家,山东师范大学东岳学者刘本森教授在学校圆创空间作了题为,申请国家社科基金项目的几点体会,专题讲座,学院院长姚树欣主持讲座,副院长石荣菊等学院,多名教师参加会议,刘本森教授以,国家社科基金思政专项,一般项目,青年项目为例,从题目设计,选题依据,研究内容,研究思路,创新之处等方面,对国家社科规划项目的选题和申请书撰写进行分析,并陈述国家社科规划项目的评选流程和特点,刘本森的讲座,语言幽默,深入浅出,态度恳切,案例生动,推心置腹,讲座在热烈的掌声中结束,听众意犹未尽,最后,姚树欣院长向刘本森教授表示了感谢,并做了总结,希望各位教师在认真做好本职工作的同时,增强科研热情,提升科研能力,创新思路,大胆尝试,不惧失败,为提高我院科研水平添砖加瓦,撰稿,王宗涛",2020/10/16,山东省泰山学者青年专家刘本森教授来马院做专题讲座
"近日,在山东省教育工委,山东省教育厅组织的,年度,山东学校思政课教师年度人物,宣传选树活动中,学校马克思主义学院教师石荣菊荣获,山东学校优秀思政课教师,称号,一直以来,学校党委高度重视思政课教师队伍建设和思政课改革创新,努力创造有利于教师成长和提升的氛围,通过系统的培养和培训,发挥教师的积极性,主动性,创造性,学校教师获此殊荣,充分体现了学校思政课教师队伍建设的成果,据悉,此次评选活动由省教育厅组织,旨在全面落实习近平总书记关于学校思想政治工作的重要论述,充分展示我省学校思政课教师的优秀风采,选树一批教书育人先进典型,发挥其引领示范作用,候选人推选范围为全省各类学校思政课教师,经各学校推荐,专家初评复评,工委会讨论,公示等环节,全省总计,名高校思政课教师荣获此殊荣",2020/9/23,学校教师荣获“山东学校优秀思政课教师”称号
