content,times,title
"年,月,日,学院举办的,年第一届双元杯网络安全大赛在求实楼网络安全实验室进行,来自信息安全与管理专业的,名同学参加了比赛,此次比赛秉承锻炼学生们锻炼加强自身的专业技术能力,丰盈提高自身网络安全意识的原则,以,求真,提升,进步,为目标,鼓励更多的学生参与其中,不断发掘自身学习潜力,加强学习交流合作,比赛采用团体赛方式,持续一天,比赛内容涵盖网络安全知识的掌握和综合运用,攻防实战应用水平,网络安全问题解决能力,团队协作能力等,在比赛过程中,大家有序进场,认真答题,圆满完成比赛,学院通过举办网络安全大赛,旨在以赛促学,以赛促教,充分发掘和培养网络安全人才,切实推动学校网络安全宣传教育和人才队伍培养,陶欣悦",2021/5/29,探索专业背景，提升专业知识 学院举办2021年第一届双元杯网络安全大赛
"为了激发同学们对科研的兴趣,数据科学与计算机学院大学生科协会于博文楼,年,月,日下午举办,混沌理论和应用,主题的讲座,此次讲座由郭峰老师主讲,科协成员及,余名同学聆听了此次讲座,在讲座中,郭峰老师分别从以下三方面进行了讲解,一,混沌理论的研究历史,二,混沌运动的特点,三,混沌的应用,老师用有趣生动的例子向我们介绍了一个新名词,混沌,以及,混沌现象,与,蝴蝶效应,等名词,让我们对物理有了新认识,用生活中无处不在的混沌现象,激起了我们对此领域的兴趣,老师幽默风趣的讲解,使在场的学生受益匪浅,此次讲座的成功举办,不仅使同学们开拓了眼界,了解一个新的领域,还让同学们产生了对科研的兴趣,为以后深造或者是工作打下坚实的基础",2021/5/28,学院举办“雏鹰计划”系列活动暨大学生科协第三场“混沌理论和应用”主题讲座
"月,日下午,学院党总支各党支部开展主题党日活动,组织观看电影,悬崖之上,我院各党支部师生党员参加观影活动,电影,悬崖之上,讲述上世纪三十年代,四位曾在苏联接受特训的共产党员组成任务小队,回国执行代号为,乌特拉,的秘密行动时置身于敌人布下的罗网之中,立于,悬崖之上,的行动小组面临着层层严峻考验,即使在这样恶劣的环境下,革命先辈们仍然能不屈不挠,坚守信念,以特有的方式传递信息执行任务,即使牺牲也将最后一颗子弹留给自己,他们的铮铮铁骨令在场的所有党员感动和敬佩,铭记历史,是为了更好地勇毅前行,对革命历史最好的致敬,就是让红色精神薪火相传,通过此次主题党日活动,师生党员更加深刻认识到坚定理想信念的重要性,大家纷纷表示,要在缅怀中传承,在开拓中弘扬,让红色基因融入血脉,永不变色,要倍加珍惜先烈们流血牺牲换来的和平盛世,认真学习,努力工作,为建党,周年献礼,撰稿人,魏宝懿,审核人,郑全蕾",2021/5/28,学院党总支组织观看电影《悬崖之上》
"月,日下午,学院,那年高考,第二场教授下午茶在博雅楼名师工作坊举行,后,教授代表郭峰老师和,后,教授代表郭延辉老师作为主讲嘉宾,与,后,学生面对面漫谈当年的青春岁月,郭峰教授首先开讲,高考对于农村孩子来说,是一个很好的机会,他向大家分享了自己从一名乡村小学教师到中学教师再到大学教师的蝶变历程,鼓励大家要吃苦耐劳,抓住机遇,努力学习,不要浪费时间,做一个自律的人,同时他强调,青年人要时刻对自己充满信心,乾坤未定,你我皆是黑马,后,教授郭延辉老师谈及高考时感慨,是高考让他脱离原来的圈子,接触到更广阔的世界,随后,他分享了自己在工作后继续考博的经历,鼓励大家要继续深造,在不同的层次有不同的视野广度,他提醒在场同学要把人生划分成多个阶段,每个阶段都要树立目标并为之努力,两位教授都希望同学们可以把大学作为一个人提升自己的平台,不断地发展,走向更好的未来,生于非典,考于新冠,的,级同学也分享了自己难忘的高考经历,从停课不停学到高考延期,大家身在家中,心在,云上,又恰逢山东高考改革关键之年,不平凡的经历让大家倍加珍惜高考,也对走进的大学校园充满了期待,百年接力,强国有我,通过不同年代的教授讲述见证了高考的发展历史,也折射出几代人的青春回忆,尽管高考已不再是唯一的出路,但却能决定人生的方向,大家都是通过高考站在了新的起点,要继续心怀梦想,敢于担当,养成持续学习的习惯,才能成就精彩的人生,数据科学与计算机学院团总支,年,月,日",2021/5/28,学院举办“那年高考”第二场教授下午茶活动
"月,日,学院在博文楼,举办,互联网,创业大赛专题讲座,邀请中国双创委特聘创业导师岑文姣老师,为计划参加,互联网,创业大赛的同学开展指导讲座,学院,余位同学积极报名参加,岑老师从,互联网,创业大赛的赛制引入,结合自己的经验,针对同学们在大赛准备过程中出现的普遍问题,用精炼的语言向大家呈现了项目计划书和路演,包含的各项要素,介绍了撰写,设计高质量项目计划书和项目介绍,的技巧,并结合获得国家金奖的项目,就如何完美讲解项目做了深入讲解,详细介绍让大家对大赛的计划书,和路演三项内容之间的联系和区别有了进一步的了解,讲座后,岑老师还与部分同学就参赛项目创意和实施进行交流,给出了个人建议,此次讲座的举办,不仅让同学们对,互联网,大赛有了进一步的了解,也让同学们感受,互联网,大赛的浓郁氛围,在一定程度上调动大家参赛的积极性,激励大家把握时代节拍,积极投身实践,用青春在为祖国,为人民的奉献中,焕发出的绚烂光彩,撰稿人,郭晓东,审稿人,郑全蕾",2021/5/28,学院组织“互联网+”创业大赛辅导讲座
"月,日下午,数据科学与计算机学院教授下午茶在博雅楼名师工作坊举行,本期活动以,那年高考,为主题,邀请,后,教授代表孙育红老师和,后,辅导员代表魏宝懿老师,一起和,后,大学生面对面,畅谈自己的高考故事,青春年华,孙育红教授作为,年恢复高考的见证者,被那个年代的青年人对知识的渴望热情所感染和鼓舞,努力通过预选,孙老师如愿走进高考考场,那时候,高考是农村孩子唯一改变命运的机会,孙老师语重心长的说,艰难中伴随着幸运,努力中伴随着勇气则是孙老师对自己的高考经历的概括,随后,孙老师结合自己担任班主任的,届毕业班级同学的事迹,告诫大家要珍惜时光,找准定位,锤炼本领,魏宝懿老师则作为首批,后,高考大军中的一员代表,向大家分享了更加开放,大众化的高考故事,并以家族中第一位大学生的案例,让同学明确认识到要把大学当作一个前进的平台,向更好的未来出发,在互动交流环节,部分,级同学分享了自己疫情期间特殊的高考经历和感受,并结合自己的困惑向老师们提问,两位老师给与了全面耐心的解答,百年接力,强国有我,尽管高考已经不再是改变命运的唯一道路,但依旧是实现梦想的途径,只要努力,就有机会,经过本次下午茶活动,后,同学们更加明确了自己的奋斗目标,用青春和汗水书写属于自己的绚丽篇章",2021/5/25,数科院举办“那年高考”教授下午茶活动
"月,日上午午,学院党总支在博雅楼,召开党总支理论中心组学习会议,交流研讨改革开放新时期历史,及时跟进学习习近平致厦门大学建校,周年的贺信精神,党总支书记潘建勋主持会议,党总支理论学习中心组成员参加了本次会议,理论中心组成员还就改革开放时期的历史分别发言,交流这段时间的学习感悟,大家进一步认识到了改革开放的重要意义,总结了改革开放的成功原因,深刻理解了邓小平同志南方谈话精神,并纷纷表示要通过改革开放成功经验指导学院各项工作不断推向前进,接下来,党总支理论中心组成员及时学,跟进学,集中学习了习近平致厦门大学建校,周年的贺信内容,各位党总支成员分别交流发言,最后党总支书记潘建勋总结发言,习近平总书记高度重视高等教育事业发展,多次强调高校立德树人这一根本任务,指出只有培养出一流人才的高校,才能够成为世界一流大学,我们要以立德树人为根本,始终不忘立德树人初心,牢记为党育人,为国育才使命,以时不我待,只争朝夕的姿态,做好学校唯一一个工科学院学生的培养工作",2021/5/25,党总支理论中心组专题学习研讨改革开放时期历史及习近平致厦门大学建校100周年的贺信精神
"月,日下午,数据科学与计算机学院在博雅楼,召开学生骨干座谈会,学习习近平总书记在清华大学考察时重要讲话精神,学院学生会部长,团总支学生兼职团干部以及在校班级班长团支书共,余人参加,座谈会由团总支负责同志主持,会上,全体成员集中观看了习近平总书记在清华大学考察时的新闻联播相关视频,团总支负责老师传达了习近平总书记重要讲话精神和上级有关文件通知要求,习近平总书记强调,广大青年要肩负历史使命,坚定前进信心,立大志,明大德,成大才,担大任,努力成为堪当民族复兴重任的时代新人,经过学习,大家纷纷表示要牢记总书记嘱托,为服务国家富强,民族复兴,人民幸福贡献自己的力量,级软件工程团支部书记季欣莹表示,习近平总书记在考察清华大学时的重要讲话,让我切身感受到了党和国家对我们青年一代的殷切期望,也清晰地认识到了我们身上所肩负的重要责任,作为站在两个一百年交汇点的软件工程专业的高校学子,我们要从党的百年历程中汲取前行的力量,要努力学习计算机软件知识,不断提高专业技术水平,将个人梦与中华民族伟大复兴的中国梦紧密结合起来,为我国计算机网络技术的发展贡献自己的力量,青春向党,续写辉煌,团总支负责同志结合正在进行的党史学习教育,谈了个人学习体会,他表示,要利用好党史学习教育的契机,教育引导青年学生从党的非凡历程中感悟马克思主义的真理力量和实践力量,坚定对马克思主义的信仰,自觉增强严谨求学,勇于创新的精神,努力学习掌握科学知识,促进德智体美劳全面发展,激励青年学生立志把个人梦想融入实现中国梦的伟大实践,下一步,学院将以班级,支部为单位,组织召开主题班会,党团日活动等,以多种形式,将习近平总书记在清华大学考察时重要讲话精神学习贯彻到实处,座谈会还就目前正在进行的党史学习教育,志愿服务一小时计划以及希望小屋等工作进行详细部署安排,数据科学与计算机学院团总支,年,月,日",2021/5/24,学院召开学生骨干座谈会学习习近平总书记在清华大学 考察时重要讲话精神
"年,月,日,山东女子学院数据科学与计算机学院孙育红老师,庞胜楠老师带领学院大学生科协成员,人参加在山东大学,软件园校区,举办的山东省大学生科技节,超感杯,数字媒体创意大赛启动仪式暨数字媒体学科交流会,会议伊始,山东大学软件学院孟祥旭教授,院长崔立真教授,分别致词,预祝大赛顺利举办,上午的会议中,来自中科院田丰研究员和南京大学郭延文教授分别向与会师生作了精彩讲座,田丰老师介绍了智能时代的人机交互技术,对人机交互技术的发展现状和面临的挑战进行了讲解,并展示了其团队近年来在人机交互技术领域所获得的诸多成果,拓宽了师生的视野,郭延文教授介绍了运动目标获取建模的三维建模技术,对三维场景重建的要求,需要的数据和最终通过递归神经网络建模以及学习层次化的模型结构信息对三维模型结构进行的分析和生成进行了重点讲解,展望了三维建模在未来智能制造业中的发展趋势,为与会师生带来了前沿的研究知识和方向,提供了知识分享和思想碰撞,图,田丰老师讲座,图,郭延文教授讲座,午饭后,学生们在山东大学老师的带领下参观了山东省数字媒体技术工程中心数字媒体技术实验室,我院学生在数字媒体技术实验室体验了诸多新型虚拟现实技术,图,学生参观数字媒体技术实验室,下午的会议中,孙育红老师作为大赛主要负责人了回顾大赛历程,解读大赛说明,去年优秀获奖选手代表发言向师生们分享了参与大赛的经验,收获和感悟,此外参与单独命题的山东省公安厅,企业方代表对命题进行了解读,师生通过交流环节向出题方提问,对赛题的要求有了更清晰的了解,图,孙育红老师解读赛题,我院自,年起参与承办山东省数字媒体创意大赛,已有超过,名学生参与到此次大赛中并取得了优异的成绩,通过参与本次活动,大学生科协的成员们不仅对该赛事的要求有了充分了解,也获得了关于人机交互和三维场景重建等方面的知识,拓宽了知识面,有利于未来参与学科竞赛和专业学习,参会成员将在会后向各自所在班级同学分享本次活动的收获,鼓励更多同学积极参与大学生科协的活动,图,科协师生合照",2021/5/22,数科院大学生科协师生参加2021数字媒体创意大赛启动仪式
"年,月,日,学院继续开展,雏鹰计划,系列活动暨大学生科协系列活动,于博文楼,开展了以,基于相关性分析和结构保持的跨膜态检索研究,为主题的讲座,由张美佳教授作为主讲人,并由数科院大学生科协成员,以及,位观众参与此次讲座,张美佳教授以,基于相关性分析和结构保持的跨膜态检索研究,为主题,围绕了两方面展开讨论,一方面以,跨模态检索基础,另一方面以,跨模态检索方法,进行讲述,讲述过程层层递进,举例有趣,同学们认真倾听做好会议笔记,互动效果很好,引起了同学们阵阵掌声,同学们不仅学到了跨模态检索技术,而且接收到了张美佳教授的心得体会,可谓是受益良多,此次讲座的举办,不仅让同学们了解了跨模态检索方法的相关知识,也进一步拓宽了大家的科研视野,调动了他们参与科研的积极性,为同学们的成长提供了更广阔的空间",2021/5/21,学院举办“雏鹰计划”系列活动暨大学生科协第二场“基于相关性分析和结构保持的跨膜态检索研究”主题讲座
"月,日,数据科学与计算机学院于博文楼,举办考研经验交流会,会议由数据科学与计算机学院学生党支部,团总支联合举办,邀请计算机科学与技术专业考研上岸学生为学弟,学妹分享考研经验,辅导员赵敏主持交流会,交流会上,考研成功上岸的学长学姐依次讲解自身的备考经历,用幽默风趣的语言分别从高数,英语,政治以及专业课方面进行经验分享,紧接着,他们为学弟学妹们推荐了一些宝藏,书籍,优秀教师的网课等,希望大家利用好学习资源和学习平台,改进学习方法提高学习效率,随后,他们根据自己的择校经验提出了一些择校建议,最后,进入互动环节,同学们进行了积极的交流讨论,学长学姐们也认真解答了大家考研中遇到的问题,并且提出切实有效的解决办法,此次考研经验交流会的开展,同学们均表示受益匪浅,大家不仅明确了考研的方向,还增强了复习考研,择校的方法技巧,进一步提高了学生的考研积极性和自信心",2021/5/20,数据科学与计算机学院举行 考研经验交流会
"年,月,日,日,学院开展了党员教师讲课程思政示范课活动,本次活动通过党员教师赵一博,尹百慧,张茂红的讲课程思政示范课,其他所有教师进行听课观摩,示范课后,副院长季振东带领教师们在博雅楼,召开座谈会,老师们认为,位教师的思政公开课结合自己的学科特色,深入挖掘专业课程中蕴含的思政元素,把思想政治教育有机融入到课堂教学中,展示了各具特色的教学设计和教学风采,本次党员教师讲课程思政示范课活动是学院党史学习教育的特色活动之一,对发扬,党建引领教学,作用,推进,课程思政,教学改革,提高我院教师整体教学水平和人才培养质量,实现,知识传授,与,价值引领,相统一起到了积极作用",2021/5/15,学院开展党员教师讲课程思政示范课活动
"月,日下午,学院党总支于博文楼,举办改革开放时期历史专题辅导报告会,学院全体师生党员参加了本次会议,会议特邀马克思主义学院教授李黎明开展辅导,李黎明教授围绕改革开放的历史进程,辉煌成就,经验启示三个方面,给全体党员作了一场鲜活生动的专题辅导报告,本次专题辅导报告,进一步帮助党员同志们加深了对改革开放这一历史时期的理解和认识,师生们纷纷表示,会更加珍惜改革开放的成果,爱岗敬业,努力学习,以优异的工作和学习成绩迎接建党,周年,撰稿,魏宝懿,审核,郑全蕾",2021/5/14,学院党总支举办改革开放时期历史专题辅导报告会
"年,月,日下午,学院,雏鹰计划,系列活动暨大学生科协第一场主题讲座在博文楼,举行,学院邵增珍教授作为主讲人,数科院大学生科协成员,余名同学代表参加了会议,邵增珍教授讲座以,高水平,技术人才是如何炼成的,为主题,围绕两个方面展开,一是,行业专业职业发展规划,二是,如何成为高水平,技术人才,讲座气氛轻松活跃,邵增珍教授还时不时抛出问题和同学互动,同学们在了解,行业的同时,也提高了对于这一行业的兴趣,此次讲座的成功举办,不仅提高了同学们对,行业的兴趣,也使大家更好更深地了解所学专业和进行职业规划,为学院培养合格的,人才,推动学生专业素养提升起到了积极作用",2021/5/14,学院举办“雏鹰计划”系列活动暨大学生科协第一场主题讲座
"月,日晚,数据科学与计算机学院在博文楼,举办考研启蒙专题讲座,邀请高联教育考试研究院院长许烁老师,为计划考研学子开展指导讲座,学院,余位计划考研学生积极报名参加,讲座上,许老师就如何选择合适考研院校,如何合理备考做了具体分析,让同学们更加明确考研方向,通过举例和分析历届录取分数线,报录比等大量事实数据,让同学们更加明晰当前考研形势,他强调,由于不同院校,不同专业的专业课考试内容差距很大,同学们应了解报考院校的权威信息选择对应复习资料,切勿盲目跟风,会后,同学们积极提问,徐老师也耐心为大家解疑答惑,级软件工程的董冰同学说,此次的考验启蒙讲座使我对今后的考研有了更清晰的规划,也愿意更加主动地去了解一些关于考研的内容,启蒙讲座真的起到启蒙的作用,现在我不仅仅是只停留在,要考研,这一想法上,开始了解考研政策,学校专业等更深层次的东西,为以后的考研规划奠定基础,作为学院党总支,我为群众办实事,之一,此次考研启蒙专题讲座旨在帮助计划考研的同学了解考研相关知识,了解备考和报考更多技巧,明晰努力方向,下一步,学院团总支和学生党支部也将通过考研成功学生党员分享会,计划考研学生座谈会等活动,切实帮助学院考研学子坚定考研信心,以更加积极乐观的心态,更加充分的准备规划考研,迎接挑战",2021/5/13,数据科学与计算机学院组织考研启蒙专题讲座
"月,日,数据科学与计算机学院于博文楼,举行,学年第二学期第一轮优秀宿舍颁奖及舍长会议,党总支副书记郑全蕾,辅导员刘伟童,王子露老师以及部分学生干部和舍长参加了此次大会,会上,郑全蕾副书记,刘伟童老师,王子露老师分别对获奖宿舍进行颁奖,随后,刘伟童老师再次强调了禁止使用违规电器等问题,最后郑全蕾书记给大家提出了要求和希望,一是要维护宿舍卫生安全,二是要加强舍风建设,三是要关注舍友心理健康,郑书记希望同学们要努力学习,积极工作,遵守学校各项规章制度,保持宿舍卫生,创造舒适良好的生活环境,此次会议对优秀宿舍的表彰树立了优秀榜样,对下一步同学们争创优秀宿舍,营造良好舍风起到了积极作用",2021/5/13,学院举行优秀宿舍表彰大会及舍长会议
"月,日上午,学院党总支在博雅楼,召开党总支理论中心组学习会议,专题学习党委书记郭翠芬在,年全面从严治党工作会议上的讲话,并集中观看从严治党警示教育片,蜕变,党总支书记潘建勋主持会议,党总支理论学习中心组成员参加了本次会议,会上,首先由党总支副书记郑全蕾就党委郭书记讲话内容进行了领学,接下来大家集体观看了从严治党警示教育片,蜕变,案例真实且贴近生活,发人深省,最后理论中心组成员分别发言交流学习心得,大家一致认为应提高政治站位,保持政治定力,切实落实,一岗双责,强化责任担当,全面从严治党工作要常抓不懈,本次学习结束后,紧接着召开了学院党总支全面从严治党专题部署会,讨论并通过了,数据科学与计算机学院党总支,年全面从严治党工作计划",2021/5/10,学院党总支专题学习全面从严治党并部署相关工作
