content,times,title
"月,日下午,我校特邀请师范类专业认证进校专家,曲阜师范大学张良才教授来校,作了,刘恩允,教务处,负责人,各学院院长,教学副院长,教育学院,全体,教,师聆听了报告,张良才教授分四个方面对师范类专业认证的,内涵与背景,理念,与原则,认证的实施,应对策略,等问题进行深入阐释,他表示,师范类专业认证是,基于培养高素质专业化创新型教师的重要举措,认证以学生中心,产出导向,持续改进为基本,基本,理念,突出以学生为本,强化高校主体责任,助力保障机制建设,坚持以评促建等原则,报告会上,他对认证的,个一级指标和,个二级指标的要义进行了详细说明,并对认证程序,专家进校考,风趣幽默,视野宽阔,内容丰富,具有很强的针对性,对切实做好认证的准备工作具有重要指导意义,张良才教授现任曲阜师范大学发展规划与政策研究室主任,是山东省高校中青年学术,余篇,出版,人性的自我完善与教育,原始儒学与齐鲁教育,山东教育通史",2021/5/17,曲阜师范大学张良才教授应邀到山东女子学院作报告
"先锋引领,逐梦前行,年,月,日下午,教育学院在博雅楼,举行,尖尖角奖学金,颁奖,会上,双方领导为获奖学生颁奖,济南市尖尖角幼儿园总园长殷晓珊发表讲话,她对,年于清华大学考察时给青年学子的寄语,广大青年要肩负历史使命,坚定前,教育学院党总支副书记路敏在致辞中提出三点希望,一是志存高远,勤奋学习,做有,获奖学生代表高天洁对尖尖角幼儿园和学院表达诚挚感谢,并表示,今后定当不忘初,尖尖角,奖学金是济南市尖尖角幼儿园与山东女子学院教育学院于,年签约,供稿,路敏,宫靖荃,审核,崔江宁",2021/5/13,教育学院举办首届“尖尖角奖学金”颁奖仪式
"林徽因用,黄昏吹着风的软,星子在无意中闪,细雨点洒在花前,来赞美人间四月天,但五月的美毫不逊色,正如宋朝词人欧阳修所吟咏,五月榴,在这美丽时节,江西师范大学,心理学院前院长,博士生导师,国务院政府特殊津贴获得者,心理学探新,杂志主编胡竹菁教授,一行来到美丽的山东女子学院为教育学院师生带来了精彩绝伦的报告和座谈会,胡教,多诗意,月,日,上午约,点,分,胡教授一行来到,山东女子学院,博文楼,和已经到来的学生亲切交谈并应学生邀请合影留念,胡教授丰富的学养和平,在教育学院师生们的热烈欢迎下,讲座于上午,点,分在,博文楼,正式开始,讲座由应用心理学教研室主任陈晓燕老师主持,胡教授本次讲座主题是,假设检验报告的新要求,胡教授先是详细地介绍了一下传统心理学统计中假设检,胡教授的,讲座,由易,到,难,层层深入,将,原本晦涩难懂的,知识,变得,通俗易懂,使,在场师,生,收获,颇多,当大家对上午的讲座意犹未尽时,下午,点半又在博雅楼,举行,师生座谈会,座谈会由教育学院副院长李高波主持,教育学院师生踊跃参加,座谈会,胡教授的讲座与座谈会在师生们的不舍中圆满地落下帷幕,胡教授的讲答不仅使教育",2021/5/11,胡竹菁教授来教育学院作学术报告
"年,月,日,我院党总支书记崔江宁一行赴齐鲁师范学院教师教育学院考察学习,马海涛对崔江宁一行表示欢迎,介绍了教师教育学院学生工作的整体开展情,崔江宁书记介绍了我院在学生工作中取得的成效,并对教师教育学院学工队",2021/5/10,我院党总支书记崔江宁一行前往齐鲁师范学院教师教育学院交流工作
"百年征程波澜壮阔,百年初心历久弥坚,为庆祝中国共产党成立一百周年,推进党史学习教育,月,日下午,教育学院党,启动仪式上,教育学院党总支书记崔江宁致词并宣布教育学院青春大讲堂正式启动,正,认识到党史学习教育的重要意义,按照习总书记提出的目标和要求,扎实开展党史学,师生党员代表分别发言,她们表示要认真学习我们党一百年的非凡奋斗历程,以实际,中国共产党成立,历史和人民的选择,中国特色社会主义的确立和改革开放,中国特,青春大讲堂,首期邀请了我校,马克思主义学院副教授王明芳博士为大家讲授,百年恰是风华正茂,庆祝中国共产党成立,周年,王教授从马克思主义传入中国,深刻阐明了党史学习教育的重要性和时代意义",2021/4/16,教育学院举行党史学习教育之 “青春大讲堂”启动仪式暨首场宣讲
"百年征程波澜壮阔,百年初心历久弥坚,为庆祝中国共产党成立一百周年,推进,师生党员代表分别发言,她们表示要认真学习我们党一百年的非凡奋斗历程,以实际,青春大讲堂,首期邀请了我校马克思主义学院副教授王明芳博士为大家讲授,百年,青春大讲堂,是教育学院,红色聚力五项工程,致敬建党百年,系列活动之一,源",2021/4/15,教育学院举行党史学习教育之 “青春大讲堂”启动仪式暨首场宣讲
"为进一步提高学生的考研热情及对考研院校选择和专业选择的认识,明确考研目标,胡老师就本科生考研提出了许多参考性意见,在提到学业硕士和专业硕士的选择问题,胡老师指出,在院校和专业选择上有十个方面可以且应当纳入考虑范畴,即目标院校,在近两个小时的讲座结束后,学生们意犹未尽,纷纷走上讲台,就自己的考研意向情",2021/4/9,山东女子学院教育学院成功举办考研指导专题讲座
"月,日下午,教育学院在博雅楼,举行公费师范生调研座谈会,级,路书记首先讲解了教育学院公费师范生培养情况,为同学们解读了山东省教育厅印发,同学们发言踊跃,围绕教学,实习,考研,教师资格证等方面交流情况,提出困惑,我院一直以来非常重视公费师范生的培养与职业发展,此次座谈会以问题为导向,重",2021/4/8,砥志研学思，素心润桃李——教育学院举行公费师范生调研座谈会
"清明,作为二十四节气之一,自有它与天气物侯相联的动人之处,历书,如此解释,清明,这一名字的由来,春分后十五日,斗指丁,为清明,时万物皆洁齐而清明,盖时当气清景明,万物皆显,因此得名,清明节习俗,祭扫,扫墓祭祖,原本是清明的前一天,或前三天,寒食节的习俗,唐代以来逐渐合并于清,踏青,四月清明,春回大地,自然界到处呈现一派生机勃勃的景象,正是踏青郊游,观赏春,插柳戴柳,过去在清明这天,家家都要在门前挂上柳条,有的人还要在头上戴上柳枝,插柳于户,放风筝荡秋千,放风筝是清明节人们最喜爱的活动之一,古时,人们会在风筝上写上自己的名字,然,有人说,中国人并非没有信仰,他们信仰的是自己的祖先而不是宗教,落叶归根,春山如黛,恰如思念绵延不绝,风过无痕,如同生命来了又去,在这场盛大而清静的回忆里,我们学习告别,学着面对离开与失去,珍重地对待每一个拥有的日日夜夜,诚如作家冯友兰说,人理智上知道亲爱的人死了就是死人,可是人心情感上,我们,致敬英烈,这个清明节,让我们一起向他们致敬,百年风华,为了党和国家,披荆斩棘的英雄烈士,汔可小康,为了乡村百姓,无悔付出的驻村干部,卫国戍边,捍卫国家主权,英勇无畏的英雄官兵,抗击疫情,守护你我生命,逆行出征的医务人员,没有人是天生的英雄,只是因为有需要,他们便选择把危险挡在身前,舍小家为大家,中华大地上,无数英雄为了国家的富强,民族的解放和人民的幸福献出生命,有战争,级学前教育春考班白新雨,铭记历史,是对英雄最好的致敬,我们脚下的这片热土,曾是先烈们战斗过的地方,级学前教育公费,班尹相君,国之兴也,视民如伤,每一位为国家利益献出生命的英雄,都值得敬仰,如果思念有声音,一定震得耳膜碎裂,如果思念有模样,你依托何物一遍遍把他记起,无论战火纷飞还是和平年代,每一种牺牲都震撼人心,壮怀激烈,为了新中国的建立,级学前教育公费,班纪婷议,不忘先祖,不负先烈,绵延不息的怀念与敬意,会在时间的长河中永存,化作激励我们前行的力量,让我们不负春光,珍惜每个今天,让我们心怀感恩,昂首笃定向前",2021/4/4,清明 | 年年陌上生春草，岁岁清明思故人
"月,日下午,教育学院在博雅楼,室举行班主任工作研讨会,本次会议主题,会上,路书记首先结合各年级,专业特点,对本学期班级工作要点进行解读,通过制,随后,各位班主任老师纷纷就所带班级情况,存在问题和今后思路进行分享,王录平,整场会议气氛热烈,大家畅所欲言,共舒教育困惑,共探管理智慧,正如路书记所言,此次会议有利于进一步开拓工作思路,创新工作方法,形成思想政治工作合力,深化",2021/4/4,如切如磋，匠心育人——教育学院举行班主任工作研讨会
"为深入学生调研问题,落实公寓安全卫生管理方案,督促学生形成良好的公寓安全卫,崔书记一行走进学生宿舍,亲切地与学生交谈,了解学生学习和生活上遇到的问题,辅导员老师们分别对卫生委员和党员宿舍进行了抽查,以督促卫生委员和党员能够在,最后,辅导员老师们还重点检查了在第三周学校安全卫生检查中不合格的宿舍,宿舍,本次院领导和辅导员进公寓活动加深了老师们对学生生活环境和学习情况的了解,拉",2021/4/2,山东女子学院教育学院开展公寓安全卫生检查暨基层调研
"月,日下午,山东女子学院教育学院在博文楼,教室举行了公寓安全卫生大,会议上,杨玉珊老师首先对本周抽查结果进行了通报,通过展示部分优秀宿舍的照片,号公寓,改,后的空间利用和,号公寓,人间的物品摆放提出了建议,同时希望住,卫生部部长张瑞敏向大家通报了本周学院安全卫生检查的结果,在肯定绝大多数宿舍,杨老师希望卫生委员们能够发挥模范带头作用,把自己的宿舍打造成班级的标杆宿舍,此次公寓安全卫生大会让卫生部干事和卫生委员们明确了学院的安全卫生检查标准",2021/3/19,山东女子学院教育学院举行公寓安全卫生大会
"开学首周,教育学院以,厚植爱党爱国情勇做时代追梦人,为主题开启,开学第一课,组织,名辅导员,结合,永葆初心,习近平讲述百年奋斗征程,的短视频,教育学院党总支副书记路敏引导,面对大好的时代和良好的学习环境,班主任老师了解同学们的考试情况,分享学习经,辅导员老师从疫情防控常态化下的校园管理,安全教育,公寓管理,大学生心理健康,随着,开学第一课,主题班会活动的开展,充实的新学期已经拉开了帷幕,绿意盎然,微",2021/3/17, 教育学院举行“厚植爱党爱国情 勇做时代追梦人——开学第一...
"根据省委关于巡视工作的统一部署,近日,省委第九巡视组巡视山东女子学院党委工,省委第九巡视组副组长及有关同志,山东女子学院领导班子成员出席会议,山东女子,张宝泉强调,高校担负着,培养社会主义建设者和接班人,根本任务,关系党的事业,张宝泉指出,巡视是党章赋予的重要职责,是加强党内监督的战略性制度安排,是党,郭翠芬表示,学校党员干部要把思想和行动统一到省委关于巡视工作的部署要求上来,省委巡视组在山东女子学院工作时间为,年,月,日至,年,月,日",2021/3/4,省委第九巡视组巡视山东女子学院党委工作动员会召开
"元旦,你好,元旦传说,传说在,多年前远古的尧舜盛世之时,尧天子在位时勤政于民为百姓办了很多,尧对舜说,你今后一定要把帝位传交好,待我死后也可安心瞑目了,后来舜把帝,元旦习俗,历代皇朝都在元旦举行庆贺典仪祈祀等活动,如祭诸神祭先祖,写门对挂春联,书写,回首,回望过去的一年,有面对新冠病毒时,全国上下众志成城的共克时艰,有敬仰英雄,敬畏历史的国民共识,有北斗系统提前开通,嫦娥五号首次实现月球采样时,举国沸腾的高光时刻,也有厉行法治,守护公平的持续发力,新春伊始,万象更新,无情的时间,总是急匆匆地按下快进键,年初的钟声犹然回荡在耳畔,这一年疫情与灾难交织,悲痛与感动同在,反思与成长相伴,这一年,我们风雨兼程,新冠肺炎疫情暴发,让我们感受到了太多的无助与,喜迎,迎接,我们满怀期待,信心百倍,带着过往一年留下的,宝贵财富,继续,过去的,年,已经画上圆满的句号,这一年里,有快乐,也有失落,有遗憾,也有收获,年,一切都还是空白崭新的样子,挥挥手,向过去那些好的坏的郑重道别,走进下一段征途吧",2021/3/2,元旦 | 2021，你好！
"月,日上午,教育学院在博文楼,教室举办教育学院,会上,教育学院党总支副书记路敏主要从就业形势,就业政策,就业心态,多方准备,以,慈母手中线,临行密密缝,的慈爱关怀,自信人生二百年,会当击水三千里,的,学校招生就业处副处长杨东从择业角度为毕业生进行讲解,强调职业没有高低,大家,宫翠萍老师借用麦可思研究机构发布的,年中国大学生就业报告,中教育类,此次毕业生就业指导会为毕业生拓宽了求职思路,增强了就业的意识,希望,届毕业生通过此次讲座能够树立正确的就业观,做好充足的就业准备,为成",2021/1/14,教育新动态  教育学院举行2021届毕业生就业指导会
"为贯彻落实党的十九届五中全会精神,落实党和国家对家庭经济困难学,走访中,老师们向学生家长详细介绍了学生在校期间的学习,生活情况,细致地讲解,寒冬送温暖,家访育人心,关爱家庭经济困难学生家访行动是我院延续多年的有效举",2021/1/13,教育学院开展“情暖寒冬”寒假家访活动
"为贯彻落实党的十九届五中全会精神,落实党和国家对家庭经济困难学生资助政策,走访中,老师们向学生家长详细介绍了学生在校期间的学习,生活情况,细致地讲解,寒冬送温暖,家访育人心,关爱家庭经济困难学生家访行动是我院延续多年的有效举",2021/1/13,教育学院开展“情暖寒冬”寒假家访活动
"日前,山东省教育厅下发,关于公布,年优秀博士硕士学位论文和研究生优秀成果奖名单的通知,鲁教研函",2021/1/11,教育学院教师博士学位论文获评山东省优秀博士学位论文
"为进一步推进,届教育学院毕业生就业工作,更好地搭建用人单位和毕业生的,本次招聘会借助,小贤才校园招聘管理平台,共遴选了来自,个城市的,家,此次线上招聘会方式便捷新颖,毕业生既可以在线填写简历,也可以上传个人简历照,参加本次网络招聘会的学生们表示,招聘会岗位与专业对口,可以让他们最大程度发,教育学院将继续结合实际,强化毕业生就业服务工作,多措并举拓展就业渠道,为",2020/12/30,教育新动态 | 教育学院举行2021届毕业生专场网络招聘会
"第一项,支部书记报告会议主题,出席人员,今天,教育学院学生党支部在此隆重举,第二项,下面有请张莹欣等,名同志向支部大会汇报对党的认识,入党动机,本人,第三项,入党介绍人介绍发展对象的培养过程,发张对象的现实表现以及对其入党的态度,第四项,党支部书记王冬玉代表教育学院学生党支部委员会向大家汇报政审结果,教,下面进行第五项,正式党员对发展对象入党问题进行无记名投票,第六项,公布支部大会决议,教育学院党支部书记王冬玉宣读,关于接收张莹欣等,名同志为中共预备党员的支,第七项,请预备党员代表张莹欣发言,山东女子学院教育学院学生党支部于,年,月,日召开支部大会,讨论了,张莹欣,王欣,翟光群,邱悦等,名同志依次进行发言,对自己加入中国共产党后,预备党员发展大会到此结束,发展名单,张莹欣,王欣,翟光群,邱悦,秦贺伟,王澜文,杨晨,高璇,时晓晨,郑羽秀",2020/12/30,接收张莹欣等35名同志为预备党员的全体党员大会
"教育学院党总支,教育学院党支部经过对马晨晨等,名同志的培养,考察,政审,第一项,全体起立,奏,国际歌,第二项,请马晨晨等,位同志汇报预备期的表现,优缺点,努力方向以及需要向党,第三项,请马晨晨等,位同志的入党介绍人依次介绍培养考察情况,第四项,支部书记王冬玉代表教育学院学生党支部委员介绍马晨晨等,名同志的支,第五项,请全体党员就马晨晨等,名同志个人情况发表意见,第六项,请正式党员就马晨晨等,名同志转正问题进行无记名投票,第七项,公布支部大会决议,大会认为马晨晨等,位同志预备期内表现优秀,支部,第八项,请代表张梦琪同学发言,表态",2020/12/30,关于支部大会讨论马晨晨等27位同志转为正式党员的全体党员大会
"月,日下午,教育学院党总支副书记路敏在博学楼,为学生预备党员,发,路书记从学习十九届五中全会规划,建议,的核心要义,我国进入新发展阶段的有利,年远景目标和,十四五,时期我国发展的指导方针几方面讲解我国进入社会,通过这节党课,让同学们在学习领会十九届五中全会精神的同时,培植了爱国主义情",2020/12/24,教育学院举行“深入学习十九届五中全会精神”主题党课
"山东女子学院教育学院,届毕业生冬季网络招聘会邀请函,尊敬的用人单位,您好,非常感谢贵单位多年来对我院毕业生就业工作的大力支持,山东女子学院始建于,年,年经国家教育部和山东省人民政府批准,年教育学院共有毕业生,人,其中学前教育专业本科,人,专科,人,我院拟定于,年,月,日,周三,举办,山东女子学院教育学院,网络招聘会安排,一,招聘会时间,企业报名截止时间,年,月,日,周二,企业审核时间,年,月,日审核完成,进行不定期审核,学生参与时间,月,日,学院组织学生线上参会,二,单位报名,本次双选会采用,小贤才校园招聘管理系统,网上报名,之前未在平台注册过的企业,注册报名入口,必须用电脑端注册,不能用手机端注册,山东女子学院就业信息网,网站下方,山东女子学院校园招聘管理系统,学院会结合专业匹配度,学生求职意向等实际情况对报名单位进行能否参会的审核,对以中介公司名义代替或组织用人单位报名参会者均不予受理,只做宣传不招聘或者,报名参会时,请用人单位如实说明单位规模和岗位薪资数额,如发现有夸大宣传,虚,重要提示,报名时请各用人单位务必在报名页面专业需求栏填写需要招聘的专业和人数,招聘会只接收用人单位自报名,报名单位名称,以营业执照为准,和招聘会参,三,学生洽谈与面试,为配合防疫工作,小贤才校园招聘平台,将开展线上实时沟通,企业可通过平台与学,四,联系方式,联系人,宫老师,小贤才技术支持电话,山东女子学院招生就业处,教育学院,年,月,日",2020/12/23,山东女子学院教育学院 2021届毕业生冬季网络招聘会邀请函
"月,日下午,教育学院党总支书记崔江宁书记于博雅楼,为,级入党积极分子讲授,了一堂别开生面的思政课,此次思政课以,继往开来展蓝图,接续奋斗新征程,为主题,围绕十九届五中全会的内容和会议精神展开,课堂上,崔书,记以同学们感兴趣的,华为,手机,与苹果手机,新机发布这一社会热点事件为导入,从,全面建设社会主义现代化国家,以高频词看会议精神以及大学生的时代使命三个方面,展开讲述,首先,崔书记为同学们介绍,了,十九届五中全会释放的重要信号,提出,了,全面建设社会主义现代化国家,的战略布局新表述,通过对,年的远景目标和,十三五,期间的主要成就对比,简要阐释了党的战略布局的承继和发展,随后,崔书记,通过,创新,发展,坚持,全面,人民,体系,现代化,战略,等会议,高频词讲解会议精神,这些高频词让同学们深切感受到了,党以人民为中心的坚定立场,也,再次,意识到了,十九届五中全会是一次,明确我国前进方向和奋斗目标,的,具有全局性,历史性意义的重要会议,最后,崔书记就新时代大学生的时代使命,结合中美贸易,华为招聘,博士间谍等社,向,同学们提出三点要求,她指出,当代大学生应坚定理想信念,站稳政治立场,能力全面提高,梦想同频共振,继承优,精神无形,却能激发出无穷的力量,崔书记的这堂别开生面的思政课,事例生动,深,让同学们,在,深刻理解十九届五中全会精神,的同时,也培植了学生的爱国主义情怀,激发了为实现中华民族伟大复兴的强烈责任感和使命感",2020/12/9,听崔书记讲思政课：学习十九届五中全会精神
"以习近平同志为核心的党中央高度重视高校党的建设和思想政治教育工作,做出了一,个人简介,刘源,教育学博士,讲师,山东省优势学科幼儿教师教育人才团队成员,山东省社会,博士党课,扎根基层践初心,不负韶华展作为,在中国的一些地方生长着一种竹子,名叫,毛竹,那里的农民到处播种,每天精心,其实,我们可以把毛竹作为一种比喻,用在我们的党和每一名党员同志身上,早在我们党成立早期,老一辈的无产阶级革命家们就都在为救国救民奔赴于,除了上面讲的两位伟人,其实,还有千千万万名党员同志在每个历史时期甘,事实上,我认为,这种扎根基层的工作路线和工作方法,正能解释中国共产,首先,扎根基层能够帮助我们青年党员获得真知,中国古人讲,纸上得来终,其次,扎根基层能够帮助我们青年党员陶冶情操,年最感动我的一,第三,扎根基层能够帮助我们青年党员锤炼意志,我们常说,共产党员的意志是钢铁,最后,扎根基层能够帮助我们青年党员有所作为,实事求是地讲,当前我国,同志们,我们正走在并将一直走在一条光明大道上,但是这条路不会一直一",2020/12/2,第一期博士党课：扎根基层践初心，不负韶华展作为
"立德树人关乎党的事业后继有人,关乎国家前途命运,习近平总书记强调,立德树人,国无德不兴,人无德不立,德者,本也,德对于个人,对于社会,都有基础性意义,是整个国家,民族,社,做人做事第一位的是崇德修身,做人是做学问,干事业的前提,立德是一个人做人的,学校立身之本在于立德树人,学校是人才培养的主阵地,尽管经济社会发展赋予学校许多使命和功能,但最根本的,年,月,习近平总书记在全国教育大会上要求,把立德树人融入思想道德教,习语,人才培养一定是育人和育才相统的过程,而育人是本,人无德不立,育人的根本在于,年,月,日,习近平总书记在北京大学师生座谈会上的讲话",2020/12/2,习总书记关于教育的重要论述摘录（二）
"月,日上午,山东女子学院于田径场举办了应届毕业生教育类专场,今年招聘会设置多个专场,本次为教育类专场招聘,为了方便学生与心,相比往年,本次教育类专场招聘会有了许多新变化,企业类型增多,除了与教育,此次招聘会不仅为应届毕业生提供了更多的就业机会,而且也让教育学院学子明,现女院人的独特风采",2020/12/2,山东女子学院举行应届毕业生教育类专场招聘会
"月,日下午,学校举行党的十九届五中全会精神宣讲会,省属高校学习贯彻党,路敏以,开启全面建设社会主义现代化国家新征程,为主题,主要内容包含四个方面,同学们纷纷表示,十九届五中全会精神的宣讲,加深了青年学生对全会精神的理解",2020/12/2,学校举行党的十九届五中全会精神宣讲会
"月,至,日,由高校思想政治工作队伍研修中心,山东大学,主办的山东省,本次论坛由山东省高等学校学生教育与管理研究会高校思想政治工作队伍培训研修中,教育学院高度重视辅导员工作队伍建设,通过组织辅导员学习培训,专题研讨等形式",2020/12/2,一等奖！我院辅导员在2020年山东高校辅导员工作论坛喜获
"在团中央青年发展部,中国青年报,中国青年网联合举办的,年全国大中专学",2020/12/2,又一个国奖！教育学院在2020年全国大中专学生志愿者暑期“三...
"为加强师生交流,让辅导员及时了解学生在学习生活中遇到的问题和负面情绪困扰,为了让更多的同学感受,暖心驿站,的温暖,及时解决同学们生活中遇到的问题,守,评优评奖方面问题请发送邮件至,党务团务问题请发送邮件至,解,心结,是学生反映诸如宿舍人际关系,毕业规划等造成,的不良情绪的平台,心理辅导员负责以邮件或谈话的形式对学生进行心理疏导,情绪,请发送邮件至,交流内容绝对保密,心语,是发布心理健康小贴士的平台,指导学生应对生活中的负面情绪,引导",2020/11/30,号外号外！教育学院“暖心驿站”上线了！
